,id,title,ingredients,NER,NER_mapped,NER_product_nl,NER_amount_used,NER_recipe_total_price
4821,4840,Tuna Burgers,"['1.0 can cream of mushroom soup', '207.0145 ml can tuna, drained and flaked', '14.7868 ml green pepper, minced', '14.7868 ml onion, minced']","[""cream of mushroom soup"", ""tuna"", ""green pepper"", ""onion""]","['mushroom soup', 'tuna', 'pepper', 'onion']","['Unox Champignonsoep', 'AH Pastasalade tonijn', 'AH Rode peper', 'AH Rode uien']","[100.0, 207.0145, 1478.6799999999998, 1478.6799999999998]",14.339823455339804
4822,4841,Baked Hash Browns,"['1064.646 ml shredded hash brown potatoes', '354.882 ml sharp shredded cheddar cheese', '1.0 can cream of chicken or mushroom soup', '453.592 grams carton sour cream', '1.0 stick margarine, melted']","[""hash brown potatoes"", ""Cheddar cheese"", ""cream of chicken"", ""sour cream"", ""margarine""]","['potato', 'cheese', 'chicken', 'cream', 'margarine']","['AH Vastkokende aardappel', 'AH Leverkaas', 'AH Bapao kip', 'AH Roomijsjes', 'Becel Light margarine']","[1064.646, 354.882, 100.0, 453.592, 100.0]",5.603160611254546
4826,4845,Zucchini Quiche,"['1.0 pkg. pillsbury crescent rolls', '3.0 zucchini, sliced', '1.0 onion, diced', '3.0 eggs', '236.588 ml mozzarella cheese', 'oregano', 'garlic', 'parsley', 'margarine']","[""crescent rolls"", ""zucchini"", ""onion"", ""eggs"", ""Mozzarella cheese"", ""oregano"", ""garlic"", ""parsley"", ""margarine""]","['roll', 'zucchini', 'onion', 'eggs', 'cheese', 'oregano', 'garlic', 'parsley', 'margarine']","['AH Saucijzenbroodje', 'AH Pureersoep courgette', 'AH Rode uien', 'AH Rondeel eieren M L', 'AH Leverkaas', 'AH Scrocchi oregano', 'AH Verse knoflook', 'AH Platte peterselie', 'Becel Light margarine']","[100.0, 300.0, 100.0, 300.0, 236.588, 100.0, 100.0, 100.0, 100.0]",14.264618223110222
4827,4846,Apple-Nut Cake,"['709.764 ml flour', '473.176 ml sugar', '4.92892 ml baking powder', '4.92892 ml soda', '2.46446 ml salt', '354.882 ml salad oil', '3.0 eggs', '9.85784 ml vanilla', '709.764 ml chopped, peeled and cored apples', '236.588 ml walnuts or pecans, chopped']","[""flour"", ""sugar"", ""baking powder"", ""soda"", ""salt"", ""salad oil"", ""eggs"", ""vanilla"", ""apples"", ""walnuts""]","['flour', 'sugar', 'baking powder', 'soda', 'salt', 'oil', 'eggs', 'vanilla', 'apples', 'walnuts']","['AH Tarwe bloem', 'AH Rietsuiker', 'Smaakt Wijnsteenbakpoeder', 'Driehoek Vloeibare soda', 'AH Doperwten 0% zout', 'AH Slaolie', 'AH Rondeel eieren M L', 'AH Muffin vanille', 'AH Elstar appels', 'AH Ongebrande walnoten']","[709.764, 473.176, 492.892, 492.892, 246.446, 354.882, 300.0, 985.784, 709.764, 236.588]",39.49507396724819
4828,4847,Rice Pilaf,"['236.588 ml uncooked rice', '118.294 ml vermicelli', '29.5736 ml butter or margarine', '2.46446 ml garlic', '1.23223 ml pepper', '2.46446 ml basil', '1.0 can chicken broth or beef broth or ham base', 'sliced mushrooms optional']","[""rice"", ""vermicelli"", ""butter"", ""garlic"", ""pepper"", ""basil"", ""chicken broth"", ""mushrooms""]","['rice', 'vermicelli', 'butter', 'garlic', 'pepper', 'basil', 'broth', 'mushrooms']","['AH Sushi rijst', 'Yanco Tiantan vermicelli', 'AH Kruidenboter', 'AH Verse knoflook', 'AH Rode peper', 'Calvé Tomaat & basilicum', 'AH Rundvleesbouillon', 'AH Witte champignons']","[236.588, 118.294, 29.5736, 246.446, 123.223, 246.446, 100.0, 100.0]",21.499025040000006
4831,4850,Apple Crisp,"['1419.528 ml sliced apples', '236.588 ml flour', '236.588 ml sugar', '9.85784 ml baking powder', '1.0 egg', '118.294 ml melted margarine', '4.92892 ml cinnamon']","[""apples"", ""flour"", ""sugar"", ""baking powder"", ""egg"", ""margarine"", ""cinnamon""]","['apples', 'flour', 'sugar', 'baking powder', 'egg', 'margarine', 'cinnamon']","['AH Elstar appels', 'AH Tarwe bloem', 'AH Rietsuiker', 'Smaakt Wijnsteenbakpoeder', 'AH Lasagne ei', 'Becel Light margarine', 'Bolletje Kanelly']","[1419.528, 236.588, 236.588, 985.784, 100.0, 118.294, 492.892]",33.898069207279995
4834,4853,Romaine And Cucumber Salad,"['1.0 cucumber, peeled', '1.0 romaine lettuce, washed, dried and hand torn', '44.3604 ml sour cream', '1.0 garli236.588 mlclove finely sliced', '4.92892 ml chopped chives', 'salt and pepper']","[""cucumber"", ""romaine lettuce"", ""sour cream"", ""garlic"", ""chives"", ""salt""]","['cucumber', 'lettuce', 'cream', 'garlic', 'chives', 'salt']","['AH Vers sap komkommer', 'AH Kropsla', 'AH Roomijsjes', 'AH Verse knoflook', 'Verstegen Bieslook', 'AH Doperwten 0% zout']","[100.0, 100.0, 44.3604, 100.0, 492.892, 100.0]",10.096928566764706
4836,4855,Sour Cream Cornbread,"['236.588 ml meal', '118.294 ml oil', 'chopped onion', '2.0 eggs', '9.85784 ml baking powder', '251.37475 ml can creamed corn use 0.5 of can or all']","[""meal"", ""oil"", ""onion"", ""eggs"", ""baking powder"", ""corn""]","['meal', 'oil', 'onion', 'eggs', 'baking powder', 'corn']","['Brinta Havermout', 'AH Slaolie', 'AH Rode uien', 'AH Rondeel eieren M L', 'Smaakt Wijnsteenbakpoeder', 'AH Popcorn Zout']","[236.588, 118.294, 100.0, 200.0, 985.784, 251.37475]",33.06297499880952
4837,4856,Naida'S Barbecue Meat Loaf,"['354.882 ml ground beef', '1.0 large chopped onion', '177.441 ml broken egg noodles', '2.0 eggs', '118.294 ml milk', '118.294 ml barbecue sauce', 'salt and pepper', '0.616115 ml poultry seasoning']","[""ground beef"", ""onion"", ""egg noodles"", ""eggs"", ""milk"", ""barbecue sauce"", ""salt"", ""poultry seasoning""]","['beef', 'onion', 'noodle', 'eggs', 'milk', 'barbecue sauce', 'salt', 'seasoning']","['AH Rosbief', 'AH Rode uien', 'AH Woknoedels', 'AH Rondeel eieren M L', 'AH Karnemelk', 'Yildriz Amerikaanse barbecue saus', 'AH Doperwten 0% zout', 'AH Taco seasoning mix']","[354.882, 100.0, 177.441, 200.0, 118.294, 118.294, 100.0, 61.6115]",15.574498240375261
4840,4859,Honey Butter,"['59.147 ml honey', '236.588 ml butter, softened', '59.147 ml confectioners sugar']","[""honey"", ""butter"", ""confectioners sugar""]","['honey', 'butter', 'sugar']","['AH Bloemenhoning', 'AH Kruidenboter', 'AH Rietsuiker']","[59.147, 236.588, 59.147]",3.5686671044444442
4842,4861,Indian Bread(Ideal When Camping Out.)  ,"['709.764 ml flour', '9.85784 ml baking powder', '2.46446 ml salt', 'water']","[""flour"", ""baking powder"", ""salt"", ""water""]","['flour', 'baking powder', 'salt', 'water']","['AH Tarwe bloem', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'AH Kokoswater']","[709.764, 985.784, 246.446, 100.0]",26.81980385771765
4843,4862,Ladyfingers,"['2.0 sticks margarine, softened', '1.0 to 9.85784 ml vanilla', '709.764 ml sifted flour', '236.588 ml chopped pecans', '118.2944 ml powdered sugar', 'pinch of salt', '88.7208 ml sugar']","[""margarine"", ""vanilla"", ""flour"", ""pecans"", ""powdered sugar"", ""salt"", ""sugar""]","['margarine', 'vanilla', 'flour', 'pecans', 'sugar', 'salt', 'sugar']","['Becel Light margarine', 'AH Muffin vanille', 'AH Tarwe bloem', 'AH Ongebrande pecannoten', 'AH Rietsuiker', 'AH Doperwten 0% zout', 'AH Rietsuiker']","[200.0, 100.0, 709.764, 236.588, 118.2944, 100.0, 88.7208]",7.762246555607129
4846,4865,Oatmeal Raisin Cookies,"['295.735 ml packed brown sugar', '118.294 ml vegetable oil', '59.147 ml margarine', '59.147 ml water', '1.0 egg', '7.39338 ml vanilla', '709.764 ml uncooked quick-cooking oats', '236.588 ml all-purpose flour', '118.294 ml flaked coconut', '2.46446 ml baking soda', '2.46446 ml salt', '236.588 ml raisins', '118.294 ml chopped nuts', '4.92892 ml cinnamon']","[""brown sugar"", ""vegetable oil"", ""margarine"", ""water"", ""egg"", ""vanilla"", ""oats"", ""flour"", ""flaked coconut"", ""baking soda"", ""salt"", ""raisins"", ""nuts"", ""cinnamon""]","['sugar', 'oil', 'margarine', 'water', 'egg', 'vanilla', 'oats', 'flour', 'coconut', 'baking soda', 'salt', 'raisins', 'nuts', 'cinnamon']","['AH Rietsuiker', 'AH Slaolie', 'Becel Light margarine', 'AH Kokoswater', 'AH Lasagne ei', 'AH Muffin vanille', 'AH Barista haver', 'AH Tarwe bloem', 'AH Kokos op te kloppen', 'Dr. Oetker Baksoda', 'AH Doperwten 0% zout', 'AH Blanke rozijnen', 'AH Walnoten', 'Bolletje Kanelly']","[295.735, 118.294, 59.147, 59.147, 100.0, 739.338, 709.764, 236.588, 118.294, 246.446, 246.446, 236.588, 118.294, 492.892]",28.914381755317645
4848,4867,Potato Salad,"['5.0 medium potatoes', '4.92892 ml salt', '1.23223 ml pepper', '236.588 ml chopped celery', '44.3604 ml chopped onion', '29.5736 ml chopped sweet pickles', '29.5736 ml pickle juice', '44.3604 ml low calorie italian salad dressing', '2.0 hard-cooked eggs, chopped fine', '9.85784 ml prepared mustard', '59.147 ml low oil mayonnaise']","[""potatoes"", ""salt"", ""pepper"", ""celery"", ""onion"", ""sweet pickles"", ""pickle juice"", ""Italian salad dressing"", ""eggs"", ""mustard"", ""low oil mayonnaise""]","['potatoes', 'salt', 'pepper', 'celery', 'onion', 'pickle', 'juice', 'dressing', 'eggs', 'mustard', 'mayonnaise']","['AH Stamppot aardappelen', 'AH Doperwten 0% zout', 'AH Rode peper', 'Verstegen Selderijzout', 'AH Rode uien', 'AH Cocktail augurken zuur', 'AH Appelsap', 'AH Caesar dressing', 'AH Rondeel eieren M L', 'Doesburgsche mosterd', 'AH Pesto mayonaise']","[500.0, 492.892, 123.223, 236.588, 44.3604, 29.5736, 29.5736, 44.3604, 200.0, 985.784, 59.147]",20.605208403302072
4849,4868,Bran Muffins,"['236.588 ml all-purpose flour', '118.294 ml granulated sugar', '12.322299999999998 ml baking powder', '2.46446 ml baking soda', '2.46446 ml salt', '295.735 ml nabisco 100% bran', '236.588 ml milk', '1.0 egg', '59.147 ml vegetable oil']","[""flour"", ""sugar"", ""baking powder"", ""baking soda"", ""salt"", ""Bran"", ""milk"", ""egg"", ""vegetable oil""]","['flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'bran', 'milk', 'egg', 'oil']","['AH Tarwe bloem', 'AH Rietsuiker', 'Smaakt Wijnsteenbakpoeder', 'Dr. Oetker Baksoda', 'AH Doperwten 0% zout', 'Siebrand Amaretto', 'AH Karnemelk', 'AH Lasagne ei', 'AH Slaolie']","[236.588, 118.294, 1232.2299999999998, 246.446, 246.446, 295.735, 236.588, 100.0, 59.147]",36.94890767246049
4852,4871,Oatmeal Cake,"['177.441 ml oatmeal', '295.735 ml boiling water', '1.0 stick oleo', '236.588 ml brown sugar', '236.588 ml white sugar', '2.0 eggs', '4.92892 ml soda', '2.46446 ml salt', '315.4506666666666 ml flour', '4.92892 ml cinnamon', '4.92892 ml vanilla']","[""oatmeal"", ""boiling water"", ""oleo"", ""brown sugar"", ""white sugar"", ""eggs"", ""soda"", ""salt"", ""flour"", ""cinnamon"", ""vanilla""]","['oatmeal', 'water', 'oleo', 'sugar', 'sugar', 'eggs', 'soda', 'salt', 'flour', 'cinnamon', 'vanilla']","['AH Volkoren havermout', 'AH Kokoswater', 'Napoleon Watermelon', 'AH Rietsuiker', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'Driehoek Vloeibare soda', 'AH Doperwten 0% zout', 'AH Tarwe bloem', 'Bolletje Kanelly', 'AH Muffin vanille']","[177.441, 295.735, 100.0, 236.588, 236.588, 200.0, 492.892, 246.446, 315.4506666666666, 492.892, 492.892]",21.96884785474787
4853,4872,Brownies,"['118.294 ml flour', '118.294 ml plus 29.5736 ml butter or margarine', '2.46446 ml baking powder', '4.92892 ml vanilla', '3.69669 ml salt', '118.294 ml cocoa', '236.588 ml sugar', '236.588 ml chopped nuts', '2.0 eggs']","[""flour"", ""butter"", ""baking powder"", ""vanilla"", ""salt"", ""cocoa"", ""sugar"", ""nuts"", ""eggs""]","['flour', 'butter', 'baking powder', 'vanilla', 'salt', 'cocoa', 'sugar', 'nuts', 'eggs']","['AH Tarwe bloem', 'AH Kruidenboter', 'Smaakt Wijnsteenbakpoeder', 'AH Muffin vanille', 'AH Doperwten 0% zout', 'Oatly! Haverdrank cacao', 'AH Rietsuiker', 'AH Walnoten', 'AH Rondeel eieren M L']","[118.294, 118.294, 246.446, 492.892, 369.669, 118.294, 236.588, 236.588, 200.0]",25.91483413225266
4854,4873,Aunt Ethel'S Old Fashioned Chicken And Dumplings,"['2.0 to 1360.7759999999998 grams chicken, cut up', '1.0 onion, chopped', '118.294 ml celery, chopped', 'salt and pepper to taste', '473.176 ml plain flour', '2.0 large eggs', '78.86266666666666 ml oil', 'ice water about 236.588 ml']","[""chicken"", ""onion"", ""celery"", ""salt"", ""flour"", ""eggs"", ""oil"", ""water""]","['chicken', 'onion', 'celery', 'salt', 'flour', 'eggs', 'oil', 'water']","['AH Bapao kip', 'AH Rode uien', 'Verstegen Selderijzout', 'AH Doperwten 0% zout', 'AH Tarwe bloem', 'AH Rondeel eieren M L', 'AH Slaolie', 'AH Kokoswater']","[200.0, 100.0, 118.294, 100.0, 473.176, 200.0, 78.86266666666666, 100.0]",10.541106402087705
4857,4876,Bagna Cauda (Italy),"['118.294 ml olive oil', '3.0 to 5.0 garli236.588 mlcloves, chopped fine', 'pepper', '1.0 stick butter', '6.0 anchovy fillets, chopped or mashed']","[""olive oil"", ""garlic"", ""pepper"", ""butter"", ""anchovy""]","['oil', 'garlic', 'pepper', 'butter', 'anchovy']","['AH Slaolie', 'AH Verse knoflook', 'AH Rode peper', 'AH Kruidenboter', 'AH Tapas ansjovis olijfspiesjes']","[118.294, 300.0, 100.0, 100.0, 600.0]",42.113354236363634
4859,4878,Taco Soup,"['946.352 ml cans kidney beans', '946.352 ml cans corn, drained', '946.352 ml cans tomatoes undrained', '2.0 pkg. taco seasoning', '473.176 ml can tomato sauce', '680.3879999999999 grams hamburger, cooked with 1.0 small chopped onion']","[""kidney beans"", ""corn"", ""tomatoes"", ""taco seasoning"", ""tomato sauce"", ""hamburger""]","['bean', 'corn', 'tomatoes', 'seasoning', 'tomato sauce', 'hamburger']","['AH Sojabonen', 'AH Popcorn Zout', 'AH Roma tomaten', 'AH Taco seasoning mix', 'AH Pizzadeeg tomatensaus', 'Borgesius Luxe hamburgerbroodjes']","[946.352, 946.352, 946.352, 200.0, 473.176, 680.3879999999999]",36.61388188285714
4860,4879,Broccoli Souffle,"['88.7208 ml melted butter or oleo', '473.176 ml milk', '1.23223 ml pepper', '6.0 large eggs, separated', '473.176 ml broccoli, cooked and finely chopped', '88.7208 ml flour', '2.46446 ml salt']","[""butter"", ""milk"", ""pepper"", ""eggs"", ""broccoli"", ""flour"", ""salt""]","['butter', 'milk', 'pepper', 'eggs', 'broccoli', 'flour', 'salt']","['AH Kruidenboter', 'AH Karnemelk', 'AH Rode peper', 'AH Rondeel eieren M L', 'AH Aspergebroccoli', 'AH Tarwe bloem', 'AH Doperwten 0% zout']","[88.7208, 473.176, 123.223, 600.0, 473.176, 88.7208, 246.446]",13.134369301466219
4863,4882,Friccadilla(Danish Meat Patties)  ,"['453.592 grams pork sausage', '226.796 grams lean ground beef', '236.588 ml evaporated milk', '0.5 onion, grated', '118.294 ml flour', 'salt', 'pepper', 'pure lard for frying']","[""pork sausage"", ""lean ground beef"", ""milk"", ""onion"", ""flour"", ""salt"", ""pepper"", ""lard""]","['sausage', 'ground beef', 'milk', 'onion', 'flour', 'salt', 'pepper', 'lard']","['AH Ossenworst', 'AH Mager rundergehakt', 'AH Karnemelk', 'AH Rode uien', 'AH Tarwe bloem', 'AH Doperwten 0% zout', 'AH Rode peper', 'Château Maillard Cabernet Sauvignon']","[453.592, 226.796, 236.588, 50.0, 118.294, 100.0, 100.0, 100.0]",14.263633824325488
4867,4886,Odell And Cindy'S Ice Cream,"['6.0 cans or 2.0 large bottles drink carbonated colas; your choice, nehi are the best', '2.0 cans eagle brand milk']","[""bottles"", ""milk""]","['bottles', 'milk']","['AH Zoetzure colaflesjes', 'AH Karnemelk']","[600.0, 200.0]",3.92
4877,4896,Almond-Deviled Eggs,"['6.0 hard-cooked eggs', '59.147 ml mayonnaise', '4.92892 ml dijon mustard', '1.23223 ml garli236.588 mlsalt', '44.3604 ml finely chopped roasted almonds', '12.0 whole roasted almonds', 'fresh parsley']","[""eggs"", ""mayonnaise"", ""mustard"", ""garlic salt"", ""almonds"", ""almonds"", ""parsley""]","['eggs', 'mayonnaise', 'mustard', 'salt', 'almonds', 'almonds', 'parsley']","['AH Rondeel eieren M L', 'AH Pesto mayonaise', 'Doesburgsche mosterd', 'AH Doperwten 0% zout', 'AH Amandelen gezouten', 'AH Amandelen gezouten', 'AH Platte peterselie']","[600.0, 59.147, 492.892, 123.223, 44.3604, 1200.0, 100.0]",20.650143308487397
4893,4912,Broccoli Casserole,"['2.0 bunches broccoli', 'velveeta cheese', '1.0 stick butter, melted', '1.0 stick zesta crackers']","[""broccoli"", ""Velveeta cheese"", ""butter"", ""Zesta crackers""]","['broccoli', 'cheese', 'butter', 'cracker']","['AH Aspergebroccoli', 'AH Leverkaas', 'AH Kruidenboter', 'AH Notenkraker']","[200.0, 100.0, 100.0, 100.0]",8.996666666666666
4894,4913,Zucchini Bread,"['4.0 eggs', '236.588 ml vegetable oil', '473.176 ml sugar', '828.058 ml flour', '4.92892 ml salt', '7.39338 ml baking soda', '3.69669 ml baking powder', '4.92892 ml cinnamon', '473.176 ml unpeeled zucchini, grated', '7.39338 ml vanilla']","[""eggs"", ""vegetable oil"", ""sugar"", ""flour"", ""salt"", ""baking soda"", ""baking powder"", ""cinnamon"", ""zucchini"", ""vanilla""]","['eggs', 'oil', 'sugar', 'flour', 'salt', 'baking soda', 'baking powder', 'cinnamon', 'zucchini', 'vanilla']","['AH Rondeel eieren M L', 'AH Slaolie', 'AH Rietsuiker', 'AH Tarwe bloem', 'AH Doperwten 0% zout', 'Dr. Oetker Baksoda', 'Smaakt Wijnsteenbakpoeder', 'Bolletje Kanelly', 'AH Pureersoep courgette', 'AH Muffin vanille']","[400.0, 236.588, 473.176, 828.058, 492.892, 739.338, 369.669, 492.892, 473.176, 739.338]",37.070249374742986
4901,4920,Creamy Baked Cheesecake,"['78.86266666666666 ml oleo or butter, melted', '295.735 ml graham cracker crumbs', '59.147 ml sugar', '473.176 ml pkg. cream cheese, softened', '414.029 ml can eagle brand sweetened condensed milk', '3.0 eggs', '59.147 ml realemon lemon juice from concentrate', '236.588 ml sour cream']","[""oleo"", ""graham cracker crumbs"", ""sugar"", ""cream cheese"", ""condensed milk"", ""eggs"", ""lemon juice from concentrate"", ""sour cream""]","['oleo', 'cracker', 'sugar', 'cheese', 'milk', 'eggs', 'juice', 'cream']","['Napoleon Watermelon', 'AH Notenkraker', 'AH Rietsuiker', 'AH Leverkaas', 'AH Karnemelk', 'AH Rondeel eieren M L', 'AH Appelsap', 'AH Roomijsjes']","[78.86266666666666, 295.735, 59.147, 473.176, 414.029, 300.0, 59.147, 236.588]",19.52021686978836
4905,4924,Fresh Apple Cake No. 2,"['315.4506666666666 ml oil', '473.176 ml sugar', '2.0 eggs', '709.764 ml flour', '4.92892 ml soda', '4.92892 ml cinnamon', '4.92892 ml salt', '709.764 ml apples 5.0 small or 3.0 large , peeled and chopped', '236.588 ml nuts more or less as desired']","[""oil"", ""sugar"", ""eggs"", ""flour"", ""soda"", ""cinnamon"", ""salt"", ""apples"", ""nuts""]","['oil', 'sugar', 'eggs', 'flour', 'soda', 'cinnamon', 'salt', 'apples', 'nuts']","['AH Slaolie', 'AH Rietsuiker', 'AH Rondeel eieren M L', 'AH Tarwe bloem', 'Driehoek Vloeibare soda', 'Bolletje Kanelly', 'AH Doperwten 0% zout', 'AH Elstar appels', 'AH Walnoten']","[315.4506666666666, 473.176, 200.0, 709.764, 492.892, 492.892, 492.892, 709.764, 236.588]",32.24870979946107
4907,4926,Brownie Cake,"['473.176 ml sugar', '473.176 ml flour', '2.0 sticks oleo', '236.588 ml water', '59.1472 ml cocoa', '118.294 ml sour milk make sour by adding 4.92892 ml vinegar to milk', '2.46446 ml baking soda', '4.92892 ml vanilla', '2.0 eggs']","[""sugar"", ""flour"", ""oleo"", ""water"", ""cocoa"", ""sour milk"", ""baking soda"", ""vanilla"", ""eggs""]","['sugar', 'flour', 'oleo', 'water', 'cocoa', 'milk', 'baking soda', 'vanilla', 'eggs']","['AH Rietsuiker', 'AH Tarwe bloem', 'Napoleon Watermelon', 'AH Kokoswater', 'Oatly! Haverdrank cacao', 'AH Karnemelk', 'Dr. Oetker Baksoda', 'AH Muffin vanille', 'AH Rondeel eieren M L']","[473.176, 473.176, 200.0, 236.588, 59.1472, 118.294, 246.446, 492.892, 200.0]",14.061951361765079
4911,4930,Guacamole Dip,"['1.0 avocado', '1.0 small tomato, chopped fine', '0.5 small onion, chopped fine']","[""avocado"", ""tomato"", ""onion""]","['avocado', 'tomato', 'onion']","['AH Sap avocado komkommer', 'AH Roma tomaten', 'AH Rode uien']","[100.0, 100.0, 50.0]",1.213
4913,4932,Chicken Enchilada,"['1.0 chicken, cooked and cut up', '8.0 flour tortillas', '88.7205 ml cream cheese', '14.7868 ml milk', '59.147 ml chopped celery', '59.147 ml chopped onion, sauteed in 29.5736 ml margarine', '236.588 ml sour cream', '1.0 can cream of chicken soup', '236.588 ml cans chopped green chilies', '236.588 ml shredded cheddar cheese', '236.588 ml shredded monterey cheese']","[""chicken"", ""flour tortillas"", ""cream cheese"", ""milk"", ""celery"", ""onion"", ""sour cream"", ""cream of chicken soup"", ""green chilies"", ""Cheddar cheese"", ""shredded Monterey cheese""]","['chicken', 'tortilla', 'cheese', 'milk', 'celery', 'onion', 'cream', 'chicken soup', 'chili', 'cheese', 'cheese']","['AH Bapao kip', 'AH Spaanse tortilla', 'AH Leverkaas', 'AH Karnemelk', 'Verstegen Selderijzout', 'AH Rode uien', 'AH Roomijsjes', 'AH Romige kippensoep', 'AH Garnalen in chili olie', 'AH Leverkaas', 'AH Leverkaas']","[100.0, 800.0, 88.7205, 1478.6799999999998, 59.147, 59.147, 236.588, 100.0, 236.588, 236.588, 236.588]",34.085301800151974
